Date (UTC);Timestamp (UTC);$130k;$120k;$110k;$105k;$100k;$90k;$85k
12-02-2024 17:00;1733158803;0.085;0.12;0.155;0.43;0.695;0.475;0.445
12-02-2024 18:00;1733162402;0.085;0.145;0.28;0.435;0.66;0.66;0.39
12-02-2024 19:00;1733166003;0.095;0.145;0.29;0.435;0.685;0.575;0.345
12-02-2024 20:00;1733169603;0.075;0.145;0.29;0.425;0.67;0.545;0.365
12-02-2024 21:00;1733173203;0.085;0.165;0.305;0.48;0.7;0.555;0.335
12-02-2024 22:00;1733176803;0.095;0.145;0.295;0.46;0.675;0.575;0.345
12-02-2024 23:00;1733180404;0.08;0.145;0.335;0.46;0.665;0.56;0.31
12-03-2024 00:00;1733184003;0.065;0.115;0.235;0.385;0.68;0.545;0.285
12-03-2024 01:00;1733187603;0.065;0.1;0.235;0.395;0.685;0.585;0.29
12-03-2024 02:00;1733191203;0.065;0.1;0.235;0.35;0.695;0.59;0.295
12-03-2024 03:00;1733194803;0.065;0.105;0.265;0.37;0.71;0.56;0.305
12-03-2024 04:00;1733198403;0.075;0.085;0.245;0.37;0.705;0.56;0.285
12-03-2024 05:00;1733202003;0.075;0.105;0.255;0.41;0.685;0.565;0.29
12-03-2024 06:00;1733205603;0.075;0.11;0.255;0.405;0.69;0.56;0.29
12-03-2024 07:00;1733209203;0.075;0.11;0.245;0.375;0.68;0.585;0.29
12-03-2024 08:00;1733212803;0.075;0.105;0.255;0.385;0.685;0.585;0.29
12-03-2024 09:00;1733216403;0.085;0.12;0.265;0.39;0.69;0.58;0.295
12-03-2024 10:00;1733220003;0.075;0.105;0.25;0.395;0.685;0.58;0.29
12-03-2024 11:00;1733223603;0.065;0.105;0.235;0.385;0.655;0.575;0.31
12-03-2024 12:00;1733227203;0.065;0.105;0.24;0.395;0.63;0.575;0.315
12-03-2024 13:00;1733230803;0.065;0.105;0.225;0.395;0.625;0.585;0.31
12-03-2024 14:00;1733234403;0.065;0.105;0.19;0.355;0.57;0.655;0.315
12-03-2024 15:00;1733238003;0.07;0.105;0.26;0.375;0.65;0.595;0.315
12-03-2024 16:00;1733241604;0.065;0.115;0.275;0.405;0.685;0.58;0.295
12-03-2024 17:00;1733245203;0.065;0.115;0.25;0.37;0.625;0.595;0.305
12-03-2024 18:00;1733248804;0.065;0.105;0.245;0.375;0.67;0.575;0.3
12-03-2024 19:00;1733252403;0.07;0.095;0.215;0.345;0.66;0.585;0.31
12-03-2024 20:00;1733256004;0.075;0.1;0.215;0.35;0.635;0.59;0.32
12-03-2024 21:00;1733259603;0.075;0.1;0.22;0.32;0.655;0.555;0.31
12-03-2024 22:00;1733263203;0.075;0.09;0.225;0.32;0.67;0.545;0.31
12-03-2024 23:00;1733266803;0.075;0.09;0.225;0.31;0.685;0.54;0.305
12-04-2024 00:00;1733270403;0.075;0.09;0.22;0.345;0.675;0.545;0.31
12-04-2024 01:00;1733274003;0.065;0.09;0.22;0.36;0.665;0.535;0.305
12-04-2024 02:00;1733277603;0.065;0.11;0.225;0.365;0.675;0.525;0.29
12-04-2024 03:00;1733281203;0.065;0.1;0.215;0.36;0.655;0.55;0.295
12-04-2024 04:00;1733284803;0.065;0.085;0.215;0.365;0.67;0.555;0.295
12-04-2024 05:00;1733288403;0.065;0.085;0.22;0.36;0.67;0.55;0.295
12-04-2024 06:00;1733292003;0.065;0.105;0.22;0.345;0.68;0.52;0.29
12-04-2024 07:00;1733295603;0.065;0.105;0.23;0.355;0.695;0.52;0.29
12-04-2024 08:00;1733299203;0.065;0.105;0.23;0.35;0.685;0.515;0.285
12-04-2024 09:00;1733302803;0.065;0.105;0.23;0.41;0.695;0.52;0.285
12-04-2024 10:00;1733306403;0.065;0.105;0.235;0.39;0.705;0.515;0.27
12-04-2024 11:00;1733310003;0.065;0.105;0.235;0.385;0.7;0.52;0.275
12-04-2024 12:00;1733313603;0.065;0.105;0.225;0.37;0.695;0.53;0.27
12-04-2024 13:00;1733317203;0.065;0.105;0.24;0.375;0.67;0.535;0.275
12-04-2024 14:00;1733320803;0.06;0.105;0.19;0.335;0.675;0.54;0.275
12-04-2024 15:00;1733324403;0.06;0.095;0.215;0.335;0.675;0.54;0.275
12-04-2024 16:00;1733328003;0.06;0.09;0.21;0.33;0.675;0.53;0.275
12-04-2024 17:00;1733331603;0.065;0.095;0.235;0.33;0.645;0.565;0.275
12-04-2024 18:00;1733335203;0.065;0.095;0.225;0.325;0.66;0.555;0.275
12-04-2024 19:00;1733338803;0.065;0.095;0.255;0.335;0.675;0.545;0.275
12-04-2024 20:00;1733342403;0.06;0.095;0.265;0.37;0.695;0.515;0.27
12-04-2024 21:00;1733346003;0.065;0.14;0.345;0.425;0.785;0.455;0.285
12-04-2024 22:00;1733349603;0.06;0.12;0.255;0.375;0.735;0.465;0.215
12-04-2024 23:00;1733353203;0.065;0.13;0.265;0.405;0.735;0.44;0.23
12-05-2024 00:00;1733356803;0.065;0.14;0.275;0.46;0.775;0.41;0.205
12-05-2024 01:00;1733360403;0.065;0.14;0.3;0.475;0.745;0.435;0.2
12-05-2024 02:00;1733364003;0.06;0.14;0.295;0.395;0.725;0.43;0.205
12-05-2024 03:00;1733367603;0.085;0.26;0.515;0.79;0.9995;0.345;0.125
12-05-2024 04:00;1733371203;0.155;0.295;0.615;0.835;0.9995;0.315;0.125
12-05-2024 05:00;1733374803;0.165;0.29;0.61;0.87;1.0;0.285;0.1
12-05-2024 06:00;1733378403;0.14;0.29;0.595;0.83;1.0;0.295;0.115
12-05-2024 07:00;1733382003;0.145;0.295;0.61;0.825;1.0;0.3;0.135
12-05-2024 08:00;1733385603;0.185;0.31;0.625;0.845;1.0;0.325;0.135
12-05-2024 09:00;1733389203;0.195;0.325;0.655;0.85;1.0;0.285;0.155
12-05-2024 10:00;1733392803;0.175;0.315;0.665;0.855;1.0;0.285;0.155
12-05-2024 11:00;1733396403;0.17;0.305;0.68;0.84;1.0;0.295;0.155
12-05-2024 12:00;1733400003;0.195;0.315;0.67;0.855;1.0;0.295;0.15
12-05-2024 13:00;1733403603;0.165;0.325;0.645;0.86;1.0;0.295;0.155
12-05-2024 14:00;1733407203;0.165;0.33;0.635;0.845;1.0;0.285;0.155
12-05-2024 15:00;1733410803;0.2;0.33;0.66;0.875;1.0;0.285;0.145
12-05-2024 16:00;1733414403;0.165;0.295;0.625;0.825;1.0;0.325;0.145
12-05-2024 17:00;1733418003;0.17;0.3;0.61;0.83;1.0;0.36;0.18
12-05-2024 18:00;1733421603;0.17;0.305;0.625;0.85;1.0;0.36;0.165
12-05-2024 19:00;1733425203;0.18;0.305;0.585;0.795;1.0;0.375;0.175
12-05-2024 20:00;1733428803;0.14;0.25;0.545;0.755;1.0;0.415;0.19
12-05-2024 21:00;1733432403;0.105;0.215;0.575;0.74;1.0;0.395;0.215
12-05-2024 22:00;1733436003;0.15;0.24;0.565;0.765;1.0;0.395;0.22
12-05-2024 23:00;1733439603;0.14;0.25;0.52;0.72;1.0;0.525;0.265
12-06-2024 00:00;1733443203;0.135;0.24;0.515;0.68;1.0;0.46;0.235
12-06-2024 01:00;1733446803;0.15;0.21;0.54;0.7;1.0;0.445;0.245
12-06-2024 02:00;1733450403;0.145;0.26;0.545;0.7;1.0;0.445;0.26
12-06-2024 03:00;1733454003;0.135;0.25;0.515;0.685;1.0;0.455;0.26
12-06-2024 04:00;1733457603;0.125;0.24;0.49;0.685;1.0;0.51;0.275
12-06-2024 05:00;1733461203;0.125;0.245;0.505;0.695;1.0;0.48;0.27
12-06-2024 06:00;1733464803;0.135;0.245;0.505;0.665;1.0;0.465;0.26
12-06-2024 07:00;1733468403;0.14;0.245;0.515;0.7;1.0;0.455;0.235
12-06-2024 08:00;1733472003;0.14;0.245;0.5;0.685;1.0;0.45;0.225
12-06-2024 09:00;1733475603;0.13;0.245;0.53;0.7;1.0;0.445;0.235
12-06-2024 10:00;1733479203;0.13;0.255;0.53;0.715;1.0;0.445;0.24
12-06-2024 11:00;1733482803;0.125;0.245;0.53;0.72;1.0;0.47;0.245
12-06-2024 12:00;1733486403;0.135;0.24;0.515;0.7;1.0;0.485;0.24
12-06-2024 13:00;1733490003;0.12;0.245;0.51;0.705;1.0;0.485;0.235
12-06-2024 14:00;1733493603;0.13;0.27;0.555;0.72;1.0;0.435;0.235
12-06-2024 15:00;1733497203;0.15;0.255;0.575;0.735;1.0;0.41;0.235
12-06-2024 16:00;1733500803;0.145;0.285;0.575;0.725;1.0;0.41;0.235
12-06-2024 17:00;1733504403;0.14;0.285;0.57;0.705;1.0;0.395;0.235
12-06-2024 18:00;1733508003;0.175;0.3;0.575;0.81;1.0;0.35;0.21
12-06-2024 19:00;1733511603;0.16;0.26;0.595;0.81;1.0;0.345;0.215
12-06-2024 20:00;1733515203;0.16;0.285;0.62;0.825;1.0;0.335;0.215
12-06-2024 21:00;1733518803;0.155;0.28;0.61;0.825;1.0;0.345;0.215
12-06-2024 22:00;1733522403;0.145;0.295;0.58;0.795;1.0;0.345;0.215
12-06-2024 23:00;1733526003;0.155;0.275;0.58;0.785;1.0;0.34;0.215
12-07-2024 00:00;1733529603;0.165;0.28;0.55;0.745;1.0;0.4;0.235
12-07-2024 01:00;1733533203;0.155;0.27;0.555;0.775;1.0;0.38;0.235
12-07-2024 02:00;1733536803;0.155;0.28;0.545;0.765;1.0;0.38;0.225
12-07-2024 03:00;1733540403;0.155;0.275;0.545;0.755;1.0;0.375;0.22
12-07-2024 04:00;1733544003;0.15;0.265;0.535;0.755;1.0;0.4;0.23
12-07-2024 05:00;1733547603;0.14;0.265;0.535;0.755;1.0;0.385;0.23
12-07-2024 06:00;1733551203;0.145;0.255;0.53;0.745;1.0;0.405;0.23
12-07-2024 07:00;1733554803;0.145;0.245;0.53;0.745;1.0;0.4;0.23
12-07-2024 08:00;1733558403;0.135;0.245;0.54;0.745;1.0;0.41;0.23
12-07-2024 09:00;1733562003;0.145;0.25;0.54;0.745;1.0;0.405;0.225
12-07-2024 10:00;1733565603;0.145;0.255;0.555;0.755;1.0;0.395;0.23
12-07-2024 11:00;1733569203;0.145;0.255;0.555;0.755;1.0;0.395;0.23
12-07-2024 12:00;1733572802;0.145;0.255;0.55;0.755;1.0;0.395;0.225
12-07-2024 13:00;1733576403;0.145;0.245;0.545;0.74;1.0;0.4;0.22
12-07-2024 14:00;1733580003;0.145;0.245;0.545;0.755;1.0;0.4;0.22
12-07-2024 15:00;1733583603;0.135;0.245;0.545;0.755;1.0;0.395;0.235
12-07-2024 16:00;1733587203;0.135;0.245;0.545;0.765;1.0;0.385;0.235
12-07-2024 17:00;1733590802;0.13;0.235;0.54;0.765;1.0;0.385;0.225
12-07-2024 18:00;1733594403;0.135;0.245;0.545;0.765;1.0;0.385;0.225
12-07-2024 19:00;1733598003;0.135;0.245;0.55;0.765;1.0;0.365;0.215
12-07-2024 20:00;1733601603;0.135;0.25;0.555;0.785;1.0;0.37;0.225
12-07-2024 21:00;1733605203;0.135;0.255;0.545;0.775;1.0;0.37;0.225
12-07-2024 22:00;1733608803;0.13;0.26;0.54;0.765;1.0;0.375;0.225
12-07-2024 23:00;1733612403;0.13;0.26;0.545;0.765;1.0;0.38;0.23
12-08-2024 00:00;1733616003;0.13;0.255;0.545;0.775;1.0;0.38;0.225
12-08-2024 01:00;1733619603;0.13;0.255;0.54;0.775;1.0;0.38;0.22
12-08-2024 02:00;1733623203;0.135;0.25;0.545;0.78;1.0;0.38;0.215
12-08-2024 03:00;1733626803;0.125;0.255;0.535;0.785;1.0;0.375;0.205
12-08-2024 04:00;1733630403;0.13;0.255;0.545;0.775;1.0;0.375;0.205
12-08-2024 05:00;1733634003;0.13;0.255;0.545;0.775;1.0;0.395;0.205
12-08-2024 06:00;1733637603;0.13;0.245;0.545;0.775;1.0;0.41;0.205
12-08-2024 07:00;1733641203;0.13;0.245;0.54;0.77;1.0;0.41;0.235
12-08-2024 08:00;1733644803;0.13;0.245;0.545;0.77;1.0;0.4;0.225
12-08-2024 09:00;1733648403;0.12;0.25;0.515;0.745;1.0;0.41;0.23
12-08-2024 10:00;1733652003;0.12;0.235;0.52;0.745;1.0;0.42;0.225
12-08-2024 11:00;1733655603;0.125;0.245;0.505;0.745;1.0;0.415;0.225
12-08-2024 12:00;1733659203;0.13;0.265;0.525;0.745;1.0;0.4;0.21
12-08-2024 13:00;1733662803;0.115;0.265;0.53;0.745;1.0;0.38;0.205
12-08-2024 14:00;1733666404;0.135;0.265;0.54;0.775;1.0;0.355;0.2
12-08-2024 15:00;1733670003;0.125;0.255;0.53;0.76;1.0;0.365;0.205
12-08-2024 16:00;1733673603;0.125;0.255;0.51;0.76;1.0;0.365;0.195
12-08-2024 17:00;1733677202;0.125;0.26;0.525;0.755;1.0;0.37;0.21
12-08-2024 18:00;1733680803;0.125;0.26;0.54;0.775;1.0;0.37;0.21
12-08-2024 19:00;1733684403;0.125;0.26;0.535;0.775;1.0;0.375;0.21
12-08-2024 20:00;1733688003;0.13;0.26;0.535;0.795;1.0;0.365;0.215
12-08-2024 21:00;1733691603;0.12;0.255;0.525;0.785;1.0;0.375;0.21
12-08-2024 22:00;1733695203;0.125;0.255;0.535;0.77;1.0;0.365;0.2
12-08-2024 23:00;1733698803;0.125;0.265;0.5;0.78;1.0;0.36;0.2
12-09-2024 00:00;1733702402;0.135;0.245;0.54;0.81;1.0;0.34;0.18
12-09-2024 01:00;1733706003;0.125;0.245;0.505;0.76;1.0;0.395;0.21
12-09-2024 02:00;1733709603;0.125;0.23;0.515;0.755;1.0;0.405;0.19
12-09-2024 03:00;1733713203;0.125;0.23;0.505;0.75;1.0;0.41;0.205
12-09-2024 04:00;1733716802;0.125;0.215;0.49;0.735;1.0;0.425;0.21
12-09-2024 05:00;1733720402;0.125;0.215;0.5;0.72;1.0;0.415;0.21
12-09-2024 06:00;1733724003;0.115;0.225;0.495;0.74;1.0;0.4;0.21
12-09-2024 07:00;1733727603;0.115;0.215;0.49;0.725;1.0;0.415;0.21
12-09-2024 08:00;1733731203;0.115;0.225;0.5;0.745;1.0;0.395;0.215
12-09-2024 09:00;1733734802;0.11;0.215;0.485;0.725;1.0;0.395;0.225
12-09-2024 10:00;1733738403;0.11;0.235;0.485;0.705;1.0;0.43;0.235
12-09-2024 11:00;1733742003;0.12;0.22;0.495;0.72;1.0;0.425;0.225
12-09-2024 12:00;1733745603;0.115;0.23;0.45;0.705;1.0;0.435;0.235
12-09-2024 13:00;1733749203;0.085;0.215;0.445;0.695;1.0;0.43;0.24
12-09-2024 14:00;1733752803;0.095;0.225;0.465;0.71;1.0;0.415;0.24
12-09-2024 15:00;1733756402;0.095;0.235;0.545;0.735;1.0;0.385;0.205
12-09-2024 16:00;1733760003;0.09;0.19;0.44;0.665;1.0;0.455;0.255
12-09-2024 17:00;1733763603;0.095;0.175;0.43;0.655;1.0;0.435;0.245
12-09-2024 18:00;1733767203;0.085;0.155;0.41;0.63;1.0;0.445;0.245
12-09-2024 19:00;1733770803;0.085;0.205;0.415;0.66;1.0;0.435;0.255
12-09-2024 20:00;1733774402;0.085;0.205;0.42;0.63;1.0;0.48;0.28
12-09-2024 21:00;1733778003;0.075;0.17;0.405;0.61;1.0;0.495;0.3
12-09-2024 22:00;1733781603;0.09;0.185;0.435;0.635;1.0;0.465;0.255
12-09-2024 23:00;1733785203;0.09;0.15;0.425;0.615;1.0;0.49;0.25
12-10-2024 00:00;1733788803;0.095;0.165;0.435;0.615;1.0;0.475;0.23
12-10-2024 01:00;1733792403;0.1;0.195;0.435;0.63;1.0;0.44;0.21
12-10-2024 02:00;1733796003;0.105;0.18;0.44;0.64;1.0;0.435;0.205
12-10-2024 03:00;1733799603;0.095;0.18;0.42;0.61;1.0;0.46;0.245
12-10-2024 04:00;1733803203;0.09;0.185;0.42;0.625;1.0;0.485;0.245
12-10-2024 05:00;1733806803;0.095;0.175;0.425;0.625;1.0;0.48;0.24
12-10-2024 06:00;1733810403;0.085;0.175;0.425;0.615;1.0;0.47;0.235
12-10-2024 07:00;1733814003;0.095;0.185;0.435;0.615;1.0;0.465;0.22
12-10-2024 08:00;1733817603;0.105;0.185;0.41;0.605;1.0;0.47;0.22
12-10-2024 09:00;1733821203;0.105;0.195;0.415;0.605;1.0;0.455;0.225
12-10-2024 10:00;1733824803;0.11;0.205;0.435;0.635;1.0;0.445;0.225
12-10-2024 11:00;1733828403;0.095;0.2;0.45;0.64;1.0;0.425;0.26
12-10-2024 12:00;1733832003;0.095;0.2;0.44;0.635;1.0;0.45;0.255
12-10-2024 13:00;1733835603;0.1;0.195;0.395;0.61;1.0;0.475;0.26
12-10-2024 14:00;1733839203;0.095;0.195;0.42;0.625;1.0;0.44;0.23
12-10-2024 15:00;1733842803;0.095;0.195;0.415;0.63;1.0;0.425;0.225
12-10-2024 16:00;1733846403;0.085;0.16;0.345;0.54;1.0;0.5;0.265
12-10-2024 17:00;1733850003;0.075;0.135;0.385;0.545;1.0;0.525;0.275
12-10-2024 18:00;1733853603;0.075;0.145;0.345;0.5;1.0;0.575;0.315
12-10-2024 19:00;1733857203;0.08;0.18;0.345;0.515;1.0;0.56;0.31
12-10-2024 20:00;1733860803;0.08;0.165;0.365;0.53;1.0;0.535;0.275
12-10-2024 21:00;1733864403;0.075;0.17;0.385;0.555;1.0;0.525;0.265
12-10-2024 22:00;1733868003;0.085;0.165;0.385;0.58;1.0;0.505;0.265
12-10-2024 23:00;1733871603;0.08;0.165;0.37;0.59;1.0;0.505;0.27
12-11-2024 00:00;1733875203;0.085;0.17;0.385;0.565;1.0;0.505;0.27
12-11-2024 01:00;1733878803;0.085;0.165;0.375;0.56;1.0;0.51;0.27
12-11-2024 02:00;1733882403;0.085;0.165;0.37;0.545;1.0;0.515;0.275
12-11-2024 03:00;1733886003;0.09;0.17;0.395;0.605;1.0;0.5;0.27
12-11-2024 04:00;1733889603;0.095;0.17;0.435;0.6;1.0;0.475;0.265
12-11-2024 05:00;1733893202;0.085;0.165;0.41;0.605;1.0;0.485;0.25
12-11-2024 06:00;1733896803;0.095;0.17;0.4;0.6;1.0;0.495;0.24
12-11-2024 07:00;1733900403;0.09;0.175;0.415;0.605;1.0;0.48;0.23
12-11-2024 08:00;1733904003;0.09;0.17;0.39;0.59;1.0;0.485;0.235
12-11-2024 09:00;1733907603;0.085;0.185;0.41;0.635;1.0;0.445;0.23
12-11-2024 10:00;1733911203;0.085;0.18;0.41;0.625;1.0;0.47;0.23
12-11-2024 11:00;1733914803;0.09;0.175;0.41;0.625;1.0;0.465;0.225
12-11-2024 12:00;1733918403;0.09;0.185;0.415;0.645;1.0;0.45;0.215
12-11-2024 13:00;1733922003;0.095;0.175;0.42;0.65;1.0;0.44;0.22
12-11-2024 14:00;1733925603;0.09;0.195;0.415;0.655;1.0;0.43;0.21
12-11-2024 15:00;1733929203;0.1;0.205;0.435;0.69;1.0;0.385;0.195
12-11-2024 16:00;1733932803;0.13;0.205;0.445;0.715;1.0;0.36;0.185
12-11-2024 17:00;1733936402;0.105;0.205;0.45;0.765;1.0;0.345;0.175
12-11-2024 18:00;1733940003;0.12;0.165;0.415;0.71;1.0;0.385;0.17
12-11-2024 19:00;1733943603;0.115;0.19;0.45;0.74;1.0;0.345;0.165
12-11-2024 20:00;1733947203;0.115;0.195;0.48;0.755;1.0;0.315;0.155
12-11-2024 21:00;1733950803;0.115;0.195;0.515;0.77;1.0;0.3;0.145
12-11-2024 22:00;1733954403;0.12;0.195;0.515;0.775;1.0;0.295;0.165
12-11-2024 23:00;1733958003;0.125;0.205;0.565;0.795;1.0;0.315;0.17
12-12-2024 00:00;1733961603;0.125;0.195;0.595;0.79;1.0;0.32;0.175
12-12-2024 01:00;1733965203;0.12;0.2;0.555;0.77;1.0;0.33;0.18
12-12-2024 02:00;1733968803;0.115;0.195;0.545;0.765;1.0;0.33;0.18
12-12-2024 03:00;1733972403;0.115;0.205;0.61;0.805;1.0;0.285;0.165
12-12-2024 04:00;1733976003;0.11;0.195;0.575;0.77;1.0;0.32;0.18
12-12-2024 05:00;1733979603;0.105;0.195;0.575;0.76;1.0;0.305;0.18
12-12-2024 06:00;1733983203;0.105;0.195;0.565;0.775;1.0;0.325;0.185
12-12-2024 07:00;1733986803;0.11;0.205;0.545;0.77;1.0;0.325;0.185
12-12-2024 08:00;1733990403;0.1;0.205;0.545;0.765;1.0;0.325;0.185
12-12-2024 09:00;1733994003;0.115;0.205;0.545;0.765;1.0;0.315;0.17
12-12-2024 10:00;1733997603;0.1;0.2;0.55;0.765;1.0;0.32;0.165
12-12-2024 11:00;1734001203;0.105;0.205;0.555;0.755;1.0;0.325;0.175
12-12-2024 12:00;1734004803;0.095;0.195;0.545;0.73;1.0;0.325;0.17
